allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic
g01596_00005	g01596	NA	ABC-type polysaccharide/polyol phosphate transport system%2C ATPase component	95	3	10	1	1	1	0	0	0	0	10	ABC-type polysaccharide/polyol phosphate transport system%2C ATPase component(10)	NA(10)	771	780	774.60	50	7	GCA_029747675_1_ASM2974767v1_genomic_01618	GCA_029747785_1_ASM2974778v1_genomic_01592	GCA_029747985_1_ASM2974798v1_genomic_01595	GCA_030235295_1_ASM3023529v1_genomic_00250	GCA_030235365_1_ASM3023536v1_genomic_00522	GCA_030235425_1_ASM3023542v1_genomic_01533	GCA_030239835_1_ASM3023983v1_genomic_01196	GCA_030239865_1_ASM3023986v1_genomic_01529	GCA_030240135_1_ASM3024013v1_genomic_00089	GCA_030240165_1_ASM3024016v1_genomic_01635
g01826_00004	g01826	NA	ABC-type polysaccharide/teichoic acid/polyol phosphate export permease	90	2	10	1	1	1	0	0	0	0	10	ABC-type polysaccharide/teichoic acid/polyol phosphate export permease(10)	NA(10)	885	918	901.50	50	8	GCA_029747675_1_ASM2974767v1_genomic_01619	GCA_029747785_1_ASM2974778v1_genomic_01593	GCA_029747985_1_ASM2974798v1_genomic_01596	GCA_030235295_1_ASM3023529v1_genomic_00270	GCA_030235365_1_ASM3023536v1_genomic_00557	GCA_030235425_1_ASM3023542v1_genomic_01523	GCA_030239835_1_ASM3023983v1_genomic_01187	GCA_030239865_1_ASM3023986v1_genomic_01526	GCA_030240135_1_ASM3024013v1_genomic_00354	GCA_030240165_1_ASM3024016v1_genomic_01636
g01449_00003	g01449	NA	Glycosyltransferase%2C GT2 family	80	4	10	1	1	1	0	0	0	0	10	Glycosyltransferase%2C GT2 family(6):UDP-galactofuranosyl transferase GlfT2(4)	NA(10)	2013	2037	2027.10	50	9	GCA_029747675_1_ASM2974767v1_genomic_01620	GCA_029747785_1_ASM2974778v1_genomic_01594	GCA_029747985_1_ASM2974798v1_genomic_01597	GCA_030235295_1_ASM3023529v1_genomic_00303	GCA_030235365_1_ASM3023536v1_genomic_00593	GCA_030235425_1_ASM3023542v1_genomic_01508	GCA_030239835_1_ASM3023983v1_genomic_01175	GCA_030239865_1_ASM3023986v1_genomic_01523	GCA_030240135_1_ASM3024013v1_genomic_00367	GCA_030240165_1_ASM3024016v1_genomic_01637
g01756_00004	g01756	NA	UDP-galactopyranose mutase	90	2	10	1	1	1	0	0	0	0	10	UDP-galactopyranose mutase(10)	NA(10)	1188	1188	1188.00	50	10	GCA_029747675_1_ASM2974767v1_genomic_01621	GCA_029747785_1_ASM2974778v1_genomic_01595	GCA_029747985_1_ASM2974798v1_genomic_01598	GCA_030235295_1_ASM3023529v1_genomic_00352	GCA_030235365_1_ASM3023536v1_genomic_00668	GCA_030235425_1_ASM3023542v1_genomic_01497	GCA_030239835_1_ASM3023983v1_genomic_01166	GCA_030239865_1_ASM3023986v1_genomic_01521	GCA_030240135_1_ASM3024013v1_genomic_00405	GCA_030240165_1_ASM3024016v1_genomic_01638
g01815_00005	g01815	NA	ABC-type multidrug transport system%2C ATPase component	95	2	10	1	1	1	0	0	0	0	10	ABC-type multidrug transport system%2C ATPase component(10)	NA(10)	945	954	945.90	51	1	GCA_029747675_1_ASM2974767v1_genomic_00519	GCA_029747785_1_ASM2974778v1_genomic_00508	GCA_029747985_1_ASM2974798v1_genomic_00511	GCA_030235295_1_ASM3023529v1_genomic_01844	GCA_030235365_1_ASM3023536v1_genomic_00513	GCA_030235425_1_ASM3023542v1_genomic_01622	GCA_030239835_1_ASM3023983v1_genomic_00858	GCA_030239865_1_ASM3023986v1_genomic_01359	GCA_030240135_1_ASM3024013v1_genomic_00870	GCA_030240165_1_ASM3024016v1_genomic_01208
g01617_00005	g01617	NA	DNA-binding transcriptional regulator GbsR%2C MarR family	95	3	10	1	1	1	0	0	0	0	10	DNA-binding transcriptional regulator GbsR%2C MarR family(9):MarR family transcriptional regulator(1)	NA(10)	471	579	568.20	51	2	GCA_029747675_1_ASM2974767v1_genomic_00520	GCA_029747785_1_ASM2974778v1_genomic_00509	GCA_029747985_1_ASM2974798v1_genomic_00512	GCA_030235295_1_ASM3023529v1_genomic_01846	GCA_030235365_1_ASM3023536v1_genomic_00460	GCA_030235425_1_ASM3023542v1_genomic_01634	GCA_030239835_1_ASM3023983v1_genomic_00836	GCA_030239865_1_ASM3023986v1_genomic_01361	GCA_030240135_1_ASM3024013v1_genomic_00892	GCA_030240165_1_ASM3024016v1_genomic_01207
g00573_00006	g00573	NA	DNA-binding protein%2C AcrR family%2C includes nucleoid occlusion protein SlmA	98	1	10	1	1	1	0	0	0	0	10	DNA-binding protein%2C AcrR family%2C includes nucleoid occlusion protein SlmA(10)	NA(10)	606	606	606.00	51	3	GCA_029747675_1_ASM2974767v1_genomic_00521	GCA_029747785_1_ASM2974778v1_genomic_00510	GCA_029747985_1_ASM2974798v1_genomic_00513	GCA_030235295_1_ASM3023529v1_genomic_01848	GCA_030235365_1_ASM3023536v1_genomic_00422	GCA_030235425_1_ASM3023542v1_genomic_01638	GCA_030239835_1_ASM3023983v1_genomic_00821	GCA_030239865_1_ASM3023986v1_genomic_01363	GCA_030240135_1_ASM3024013v1_genomic_00899	GCA_030240165_1_ASM3024016v1_genomic_01206
g00287_00006	g00287	NA	Biotin-(acetyl-CoA carboxylase) ligase	98	1	10	1	1	1	0	0	0	0	10	Biotin-(acetyl-CoA carboxylase) ligase(10)	NA(10)	792	792	792.00	51	4	GCA_029747675_1_ASM2974767v1_genomic_00522	GCA_029747785_1_ASM2974778v1_genomic_00511	GCA_029747985_1_ASM2974798v1_genomic_00514	GCA_030235295_1_ASM3023529v1_genomic_01849	GCA_030235365_1_ASM3023536v1_genomic_00384	GCA_030235425_1_ASM3023542v1_genomic_01646	GCA_030239835_1_ASM3023983v1_genomic_00808	GCA_030239865_1_ASM3023986v1_genomic_01367	GCA_030240135_1_ASM3024013v1_genomic_00908	GCA_030240165_1_ASM3024016v1_genomic_01205
g01293_00006	g01293	NA	Uncharacterized membrane YdbT%2C contains bPH2 (bacterial pleckstrin-like proteiny) domain	98	1	10	1	1	1	0	0	0	0	10	Uncharacterized membrane YdbT%2C contains bPH2 (bacterial pleckstrin-like proteiny) domain(10)	NA(10)	504	504	504.00	51	5	GCA_029747675_1_ASM2974767v1_genomic_00523	GCA_029747785_1_ASM2974778v1_genomic_00512	GCA_029747985_1_ASM2974798v1_genomic_00515	GCA_030235295_1_ASM3023529v1_genomic_01851	GCA_030235365_1_ASM3023536v1_genomic_00354	GCA_030235425_1_ASM3023542v1_genomic_01654	GCA_030239835_1_ASM3023983v1_genomic_00799	GCA_030239865_1_ASM3023986v1_genomic_01369	GCA_030240135_1_ASM3024013v1_genomic_00925	GCA_030240165_1_ASM3024016v1_genomic_01204
g01052_00006	g01052	NA	DNA-binding protein%2C AcrR family%2C includes nucleoid occlusion protein SlmA	98	1	10	1	1	1	0	0	0	0	10	DNA-binding protein%2C AcrR family%2C includes nucleoid occlusion protein SlmA(10)	NA(10)	585	609	587.40	51	6	GCA_029747675_1_ASM2974767v1_genomic_00524	GCA_029747785_1_ASM2974778v1_genomic_00513	GCA_029747985_1_ASM2974798v1_genomic_00516	GCA_030235295_1_ASM3023529v1_genomic_01853	GCA_030235365_1_ASM3023536v1_genomic_00325	GCA_030235425_1_ASM3023542v1_genomic_01659	GCA_030239835_1_ASM3023983v1_genomic_00792	GCA_030239865_1_ASM3023986v1_genomic_01370	GCA_030240135_1_ASM3024013v1_genomic_00930	GCA_030240165_1_ASM3024016v1_genomic_01203
g00190_00006	g00190	NA	Peptidase E	98	1	10	1	1	1	0	0	0	0	10	Peptidase E(10)	NA(10)	717	717	717.00	51	7	GCA_029747675_1_ASM2974767v1_genomic_00526	GCA_029747785_1_ASM2974778v1_genomic_00514	GCA_029747985_1_ASM2974798v1_genomic_00517	GCA_030235295_1_ASM3023529v1_genomic_01854	GCA_030235365_1_ASM3023536v1_genomic_00321	GCA_030235425_1_ASM3023542v1_genomic_01688	GCA_030239835_1_ASM3023983v1_genomic_00704	GCA_030239865_1_ASM3023986v1_genomic_01372	GCA_030240135_1_ASM3024013v1_genomic_00941	GCA_030240165_1_ASM3024016v1_genomic_01202
g01092_00006	g01092	NA	5-(carboxyamino)imidazole ribonucleotide synthase	98	1	10	1	1	1	0	0	0	0	10	5-(carboxyamino)imidazole ribonucleotide synthase(10)	NA(10)	1173	1173	1173.00	51	8	GCA_029747675_1_ASM2974767v1_genomic_00527	GCA_029747785_1_ASM2974778v1_genomic_00515	GCA_029747985_1_ASM2974798v1_genomic_00518	GCA_030235295_1_ASM3023529v1_genomic_01856	GCA_030235365_1_ASM3023536v1_genomic_00358	GCA_030235425_1_ASM3023542v1_genomic_01693	GCA_030239835_1_ASM3023983v1_genomic_00685	GCA_030239865_1_ASM3023986v1_genomic_01374	GCA_030240135_1_ASM3024013v1_genomic_00952	GCA_030240165_1_ASM3024016v1_genomic_01201
g01368_00006	g01368	NA	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	98	1	10	1	1	1	0	0	0	0	10	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase(10)	NA(10)	561	561	561.00	51	9	GCA_029747675_1_ASM2974767v1_genomic_00528	GCA_029747785_1_ASM2974778v1_genomic_00516	GCA_029747985_1_ASM2974798v1_genomic_00519	GCA_030235295_1_ASM3023529v1_genomic_01858	GCA_030235365_1_ASM3023536v1_genomic_00410	GCA_030235425_1_ASM3023542v1_genomic_01697	GCA_030239835_1_ASM3023983v1_genomic_00675	GCA_030239865_1_ASM3023986v1_genomic_01376	GCA_030240135_1_ASM3024013v1_genomic_00965	GCA_030240165_1_ASM3024016v1_genomic_01200
g01492_00006	g01492	NA	SnoaL-like domain-containing protein	98	1	10	1	1	1	4	0	4	0	10	SnoaL-like domain-containing protein(14)	NA(14)	144	390	279.64	52	1	GCA_029747675_1_ASM2974767v1_genomic_01848	GCA_029747785_1_ASM2974778v1_genomic_01804	GCA_029747985_1_ASM2974798v1_genomic_01806	(GCA_030235295_1_ASM3023529v1_genomic_02184:GCA_030235295_1_ASM3023529v1_genomic_02185)	GCA_030235365_1_ASM3023536v1_genomic_02072	GCA_030235425_1_ASM3023542v1_genomic_00042	GCA_030239835_1_ASM3023983v1_genomic_00032	(GCA_030239865_1_ASM3023986v1_genomic_02167:GCA_030239865_1_ASM3023986v1_genomic_02168)	(GCA_030240135_1_ASM3024013v1_genomic_01970:GCA_030240135_1_ASM3024013v1_genomic_01971)	(GCA_030240165_1_ASM3024016v1_genomic_01834:GCA_030240165_1_ASM3024016v1_genomic_01835)
g01892_00004	g01892	NA	Membrane protein	90	2	10	1	1	1	0	0	0	0	10	Membrane protein(10)	NA(10)	747	747	747.00	52	2	GCA_029747675_1_ASM2974767v1_genomic_01849	GCA_029747785_1_ASM2974778v1_genomic_01805	GCA_029747985_1_ASM2974798v1_genomic_01807	GCA_030235295_1_ASM3023529v1_genomic_02186	GCA_030235365_1_ASM3023536v1_genomic_02071	GCA_030235425_1_ASM3023542v1_genomic_00041	GCA_030239835_1_ASM3023983v1_genomic_00033	GCA_030239865_1_ASM3023986v1_genomic_02169	GCA_030240135_1_ASM3024013v1_genomic_01972	GCA_030240165_1_ASM3024016v1_genomic_01836
g02073_00005	g02073	NA	Secreted protein	95	2	10	1	1	1	0	0	0	0	10	Secreted protein(10)	NA(10)	231	231	231.00	52	3	GCA_029747675_1_ASM2974767v1_genomic_01850	GCA_029747785_1_ASM2974778v1_genomic_01806	GCA_029747985_1_ASM2974798v1_genomic_01808	GCA_030235295_1_ASM3023529v1_genomic_02187	GCA_030235365_1_ASM3023536v1_genomic_02070	GCA_030235425_1_ASM3023542v1_genomic_00040	GCA_030239835_1_ASM3023983v1_genomic_00034	GCA_030239865_1_ASM3023986v1_genomic_02170	GCA_030240135_1_ASM3024013v1_genomic_01973	GCA_030240165_1_ASM3024016v1_genomic_01837
g01025_00006	g01025	NA	Uncharacterized membrane protein	98	1	10	1	1	1	0	0	0	0	10	Uncharacterized membrane protein(10)	NA(10)	1860	1860	1860.00	52	4	GCA_029747675_1_ASM2974767v1_genomic_01851	GCA_029747785_1_ASM2974778v1_genomic_01807	GCA_029747985_1_ASM2974798v1_genomic_01809	GCA_030235295_1_ASM3023529v1_genomic_02188	GCA_030235365_1_ASM3023536v1_genomic_02069	GCA_030235425_1_ASM3023542v1_genomic_00039	GCA_030239835_1_ASM3023983v1_genomic_00035	GCA_030239865_1_ASM3023986v1_genomic_02171	GCA_030240135_1_ASM3024013v1_genomic_01974	GCA_030240165_1_ASM3024016v1_genomic_01838
g01987_00004	g01987	NA	DnaJ-like ue subfamily C member 28 conserved domain-containing protein	90	2	10	1	1	1	0	0	0	0	10	DnaJ-like ue subfamily C member 28 conserved domain-containing protein(10)	NA(10)	477	489	483.00	52	5	GCA_029747675_1_ASM2974767v1_genomic_01853	GCA_029747785_1_ASM2974778v1_genomic_01809	GCA_029747985_1_ASM2974798v1_genomic_01811	GCA_030235295_1_ASM3023529v1_genomic_02190	GCA_030235365_1_ASM3023536v1_genomic_02068	GCA_030235425_1_ASM3023542v1_genomic_00037	GCA_030239835_1_ASM3023983v1_genomic_00037	GCA_030239865_1_ASM3023986v1_genomic_02173	GCA_030240135_1_ASM3024013v1_genomic_01976	GCA_030240165_1_ASM3024016v1_genomic_01840
g01157_00006	g01157	NA	putative kinase%2C contains AAA domain	98	1	10	1	1	1	0	0	0	0	10	putative kinase%2C contains AAA domain(10)	NA(10)	561	570	569.10	52	6	GCA_029747675_1_ASM2974767v1_genomic_01854	GCA_029747785_1_ASM2974778v1_genomic_01810	GCA_029747985_1_ASM2974798v1_genomic_01812	GCA_030235295_1_ASM3023529v1_genomic_02191	GCA_030235365_1_ASM3023536v1_genomic_02067	GCA_030235425_1_ASM3023542v1_genomic_00036	GCA_030239835_1_ASM3023983v1_genomic_00038	GCA_030239865_1_ASM3023986v1_genomic_02174	GCA_030240135_1_ASM3024013v1_genomic_01977	GCA_030240165_1_ASM3024016v1_genomic_01841
g00462_00006	g00462	NA	UPF0210 protein	98	1	10	1	1	1	0	0	0	0	10	UPF0210 protein(10)	NA(10)	1350	1350	1350.00	52	7	GCA_029747675_1_ASM2974767v1_genomic_01855	GCA_029747785_1_ASM2974778v1_genomic_01811	GCA_029747985_1_ASM2974798v1_genomic_01813	GCA_030235295_1_ASM3023529v1_genomic_02192	GCA_030235365_1_ASM3023536v1_genomic_02066	GCA_030235425_1_ASM3023542v1_genomic_00035	GCA_030239835_1_ASM3023983v1_genomic_00039	GCA_030239865_1_ASM3023986v1_genomic_02175	GCA_030240135_1_ASM3024013v1_genomic_01978	GCA_030240165_1_ASM3024016v1_genomic_01842
g00782_00006	g00782	NA	DUF4190 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF4190 domain-containing protein(10)	NA(10)	840	840	840.00	52	8	GCA_029747675_1_ASM2974767v1_genomic_01856	GCA_029747785_1_ASM2974778v1_genomic_01812	GCA_029747985_1_ASM2974798v1_genomic_01814	GCA_030235295_1_ASM3023529v1_genomic_02193	GCA_030235365_1_ASM3023536v1_genomic_02065	GCA_030235425_1_ASM3023542v1_genomic_00034	GCA_030239835_1_ASM3023983v1_genomic_00040	GCA_030239865_1_ASM3023986v1_genomic_02176	GCA_030240135_1_ASM3024013v1_genomic_01979	GCA_030240165_1_ASM3024016v1_genomic_01843
g00203_00006	g00203	NA	PF11273 family protein	98	1	10	1	1	1	0	0	0	0	10	PF11273 family protein(10)	NA(10)	231	231	231.00	52	9	GCA_029747675_1_ASM2974767v1_genomic_01857	GCA_029747785_1_ASM2974778v1_genomic_01813	GCA_029747985_1_ASM2974798v1_genomic_01815	GCA_030235295_1_ASM3023529v1_genomic_02037	GCA_030235365_1_ASM3023536v1_genomic_02064	GCA_030235425_1_ASM3023542v1_genomic_00024	GCA_030239835_1_ASM3023983v1_genomic_00041	GCA_030239865_1_ASM3023986v1_genomic_02177	GCA_030240135_1_ASM3024013v1_genomic_01980	GCA_030240165_1_ASM3024016v1_genomic_01844
g00708_00006	g00708	NA	Peptidase M23 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	Peptidase M23 domain-containing protein(10)	NA(10)	1185	1185	1185.00	53	1	GCA_029747675_1_ASM2974767v1_genomic_02083	GCA_029747785_1_ASM2974778v1_genomic_02067	GCA_029747985_1_ASM2974798v1_genomic_02068	GCA_030235295_1_ASM3023529v1_genomic_00160	GCA_030235365_1_ASM3023536v1_genomic_00234	GCA_030235425_1_ASM3023542v1_genomic_00432	GCA_030239835_1_ASM3023983v1_genomic_02143	GCA_030239865_1_ASM3023986v1_genomic_00091	GCA_030240135_1_ASM3024013v1_genomic_00245	GCA_030240165_1_ASM3024016v1_genomic_01931
g00731_00006	g00731	NA	putative acetyltransferase%2C GNAT family	98	1	10	1	1	1	0	0	0	0	10	putative acetyltransferase%2C GNAT family(10)	NA(10)	843	843	843.00	53	2	GCA_029747675_1_ASM2974767v1_genomic_02082	GCA_029747785_1_ASM2974778v1_genomic_02066	GCA_029747985_1_ASM2974798v1_genomic_02067	GCA_030235295_1_ASM3023529v1_genomic_00159	GCA_030235365_1_ASM3023536v1_genomic_00050	GCA_030235425_1_ASM3023542v1_genomic_00433	GCA_030239835_1_ASM3023983v1_genomic_02142	GCA_030239865_1_ASM3023986v1_genomic_00092	GCA_030240135_1_ASM3024013v1_genomic_00244	GCA_030240165_1_ASM3024016v1_genomic_01932
g00418_00006	g00418	NA	DUF4439 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF4439 domain-containing protein(10)	NA(10)	987	987	987.00	53	3	GCA_029747675_1_ASM2974767v1_genomic_02081	GCA_029747785_1_ASM2974778v1_genomic_02065	GCA_029747985_1_ASM2974798v1_genomic_02066	GCA_030235295_1_ASM3023529v1_genomic_00158	GCA_030235365_1_ASM3023536v1_genomic_00051	GCA_030235425_1_ASM3023542v1_genomic_00434	GCA_030239835_1_ASM3023983v1_genomic_02141	GCA_030239865_1_ASM3023986v1_genomic_00093	GCA_030240135_1_ASM3024013v1_genomic_00243	GCA_030240165_1_ASM3024016v1_genomic_01933
g01339_00006	g01339	NA	DUF2993 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF2993 domain-containing protein(10)	NA(10)	726	726	726.00	53	4	GCA_029747675_1_ASM2974767v1_genomic_02080	GCA_029747785_1_ASM2974778v1_genomic_02064	GCA_029747985_1_ASM2974798v1_genomic_02065	GCA_030235295_1_ASM3023529v1_genomic_00157	GCA_030235365_1_ASM3023536v1_genomic_00052	GCA_030235425_1_ASM3023542v1_genomic_00435	GCA_030239835_1_ASM3023983v1_genomic_02140	GCA_030239865_1_ASM3023986v1_genomic_00094	GCA_030240135_1_ASM3024013v1_genomic_00242	GCA_030240165_1_ASM3024016v1_genomic_01934
g01316_00006	g01316	NA	Acetyltransferase	98	1	10	1	1	1	0	0	0	0	10	Acetyltransferase(10)	NA(10)	489	489	489.00	53	5	GCA_029747675_1_ASM2974767v1_genomic_02079	GCA_029747785_1_ASM2974778v1_genomic_02063	GCA_029747985_1_ASM2974798v1_genomic_02064	GCA_030235295_1_ASM3023529v1_genomic_00156	GCA_030235365_1_ASM3023536v1_genomic_00053	GCA_030235425_1_ASM3023542v1_genomic_00436	GCA_030239835_1_ASM3023983v1_genomic_02139	GCA_030239865_1_ASM3023986v1_genomic_00095	GCA_030240135_1_ASM3024013v1_genomic_00241	GCA_030240165_1_ASM3024016v1_genomic_01935
g00085_00006	g00085	NA	Secreted protein	98	1	10	1	1	1	0	0	0	0	10	Secreted protein(10)	NA(10)	198	198	198.00	53	6	GCA_029747675_1_ASM2974767v1_genomic_02078	GCA_029747785_1_ASM2974778v1_genomic_02062	GCA_029747985_1_ASM2974798v1_genomic_02063	GCA_030235295_1_ASM3023529v1_genomic_00155	GCA_030235365_1_ASM3023536v1_genomic_00054	GCA_030235425_1_ASM3023542v1_genomic_00437	GCA_030239835_1_ASM3023983v1_genomic_02138	GCA_030239865_1_ASM3023986v1_genomic_00096	GCA_030240135_1_ASM3024013v1_genomic_00240	GCA_030240165_1_ASM3024016v1_genomic_01936
g00209_00006	g00209	NA	Protein often found in actinomycetes clustered with signal peptidase and/or RNaseHII	98	1	10	1	1	1	0	0	0	0	10	Protein often found in actinomycetes clustered with signal peptidase and/or RNaseHII(10)	NA(10)	315	315	315.00	53	7	GCA_029747675_1_ASM2974767v1_genomic_02077	GCA_029747785_1_ASM2974778v1_genomic_02061	GCA_029747985_1_ASM2974798v1_genomic_02062	GCA_030235295_1_ASM3023529v1_genomic_00154	GCA_030235365_1_ASM3023536v1_genomic_00055	GCA_030235425_1_ASM3023542v1_genomic_00438	GCA_030239835_1_ASM3023983v1_genomic_02137	GCA_030239865_1_ASM3023986v1_genomic_00097	GCA_030240135_1_ASM3024013v1_genomic_00239	GCA_030240165_1_ASM3024016v1_genomic_01937
g00896_00006	g00896	NA	TrpB-like pyridoxal phosphate-dependent enzyme	98	1	10	1	1	1	0	0	0	0	10	TrpB-like pyridoxal phosphate-dependent enzyme(10)	NA(10)	1323	1323	1323.00	53	8	GCA_029747675_1_ASM2974767v1_genomic_02076	GCA_029747785_1_ASM2974778v1_genomic_02060	GCA_029747985_1_ASM2974798v1_genomic_02061	GCA_030235295_1_ASM3023529v1_genomic_00153	GCA_030235365_1_ASM3023536v1_genomic_00056	GCA_030235425_1_ASM3023542v1_genomic_00439	GCA_030239835_1_ASM3023983v1_genomic_02136	GCA_030239865_1_ASM3023986v1_genomic_00098	GCA_030240135_1_ASM3024013v1_genomic_00238	GCA_030240165_1_ASM3024016v1_genomic_01938
g01624_00006	g01624	NA	Lipoprotein	98	1	10	1	1	1	0	0	0	0	10	Lipoprotein(7):hypothetical protein(3)	NA(10)	183	498	428.70	53	9	GCA_029747675_1_ASM2974767v1_genomic_02075	GCA_029747785_1_ASM2974778v1_genomic_02058	GCA_029747985_1_ASM2974798v1_genomic_02059	GCA_030235295_1_ASM3023529v1_genomic_02172	GCA_030235365_1_ASM3023536v1_genomic_00057	GCA_030235425_1_ASM3023542v1_genomic_00440	GCA_030239835_1_ASM3023983v1_genomic_02135	GCA_030239865_1_ASM3023986v1_genomic_00099	GCA_030240135_1_ASM3024013v1_genomic_02205	GCA_030240165_1_ASM3024016v1_genomic_01940
g01560_00005	g01560	unitary	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain	95	2	10	1	1	1	1	0	1	0	10	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain(10):hypothetical protein(1)	NA(10):unitary(1)	375	1020	912.82	54	1	GCA_029747675_1_ASM2974767v1_genomic_01599	GCA_029747785_1_ASM2974778v1_genomic_01573	GCA_029747985_1_ASM2974798v1_genomic_01576	GCA_030235295_1_ASM3023529v1_genomic_00756	GCA_030235365_1_ASM3023536v1_genomic_00768	GCA_030235425_1_ASM3023542v1_genomic_01004	(GCA_030239835_1_ASM3023983v1_genomic_00190:GCA_030239835_1_ASM3023983v1_genomic_01363)	GCA_030239865_1_ASM3023986v1_genomic_00526	GCA_030240135_1_ASM3024013v1_genomic_00740	GCA_030240165_1_ASM3024016v1_genomic_01612
g00379_00006	g00379	NA	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain	98	1	10	1	1	1	0	0	0	0	10	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain(10)	NA(10)	912	912	912.00	54	2	GCA_029747675_1_ASM2974767v1_genomic_01598	GCA_029747785_1_ASM2974778v1_genomic_01572	GCA_029747985_1_ASM2974798v1_genomic_01575	GCA_030235295_1_ASM3023529v1_genomic_00731	GCA_030235365_1_ASM3023536v1_genomic_00807	GCA_030235425_1_ASM3023542v1_genomic_00975	GCA_030239835_1_ASM3023983v1_genomic_01366	GCA_030239865_1_ASM3023986v1_genomic_00538	GCA_030240135_1_ASM3024013v1_genomic_00754	GCA_030240165_1_ASM3024016v1_genomic_01611
g01341_00006	g01341	NA	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain	98	1	10	1	1	1	0	0	0	0	10	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain(10)	NA(10)	912	912	912.00	54	3	GCA_029747675_1_ASM2974767v1_genomic_01597	GCA_029747785_1_ASM2974778v1_genomic_01571	GCA_029747985_1_ASM2974798v1_genomic_01574	GCA_030235295_1_ASM3023529v1_genomic_00709	GCA_030235365_1_ASM3023536v1_genomic_00840	GCA_030235425_1_ASM3023542v1_genomic_00950	GCA_030239835_1_ASM3023983v1_genomic_01374	GCA_030239865_1_ASM3023986v1_genomic_00552	GCA_030240135_1_ASM3024013v1_genomic_00770	GCA_030240165_1_ASM3024016v1_genomic_01610
g00157_00006	g00157	NA	ABC-type amino acid transport system%2C permease component	98	1	10	1	1	1	0	0	0	0	10	ABC-type amino acid transport system%2C permease component(10)	NA(10)	981	981	981.00	54	4	GCA_029747675_1_ASM2974767v1_genomic_01596	GCA_029747785_1_ASM2974778v1_genomic_01570	GCA_029747985_1_ASM2974798v1_genomic_01573	GCA_030235295_1_ASM3023529v1_genomic_00678	GCA_030235365_1_ASM3023536v1_genomic_00873	GCA_030235425_1_ASM3023542v1_genomic_00920	GCA_030239835_1_ASM3023983v1_genomic_01384	GCA_030239865_1_ASM3023986v1_genomic_00566	GCA_030240135_1_ASM3024013v1_genomic_00785	GCA_030240165_1_ASM3024016v1_genomic_01609
g01212_00006	g01212	NA	ABC-type polar amino acid transport system%2C ATPase component	98	1	10	1	1	1	0	0	0	0	10	ABC-type polar amino acid transport system%2C ATPase component(10)	NA(10)	828	828	828.00	54	5	GCA_029747675_1_ASM2974767v1_genomic_01595	GCA_029747785_1_ASM2974778v1_genomic_01569	GCA_029747985_1_ASM2974798v1_genomic_01572	GCA_030235295_1_ASM3023529v1_genomic_00657	GCA_030235365_1_ASM3023536v1_genomic_00904	GCA_030235425_1_ASM3023542v1_genomic_00903	GCA_030239835_1_ASM3023983v1_genomic_01388	GCA_030239865_1_ASM3023986v1_genomic_00577	GCA_030240135_1_ASM3024013v1_genomic_00799	GCA_030240165_1_ASM3024016v1_genomic_01608
g01256_00006	g01256	NA	DNA-binding transcriptional regulator%2C PadR family	98	1	10	1	1	1	0	0	0	0	10	DNA-binding transcriptional regulator%2C PadR family(10)	NA(10)	882	882	882.00	54	6	GCA_029747675_1_ASM2974767v1_genomic_01594	GCA_029747785_1_ASM2974778v1_genomic_01568	GCA_029747985_1_ASM2974798v1_genomic_01571	GCA_030235295_1_ASM3023529v1_genomic_00604	GCA_030235365_1_ASM3023536v1_genomic_00952	GCA_030235425_1_ASM3023542v1_genomic_00860	GCA_030239835_1_ASM3023983v1_genomic_01399	GCA_030239865_1_ASM3023986v1_genomic_00598	GCA_030240135_1_ASM3024013v1_genomic_00823	GCA_030240165_1_ASM3024016v1_genomic_01607
